# Name_of_leauge Season AvgExpend +INFLACION
Premier League 2009 1385324.68 1576849.78
Premier League 2010 1385324.68 1562500.8
Premier League 2000 1385324.68 1927494.98
Premier League 2018 1385324.68 1407302.66
Premier League 2005 1385324.68 1722819.51
Premier League 2009 1385324.68 1576849.78
Premier League 2010 1385324.68 1562500.8
Premier League 2000 1385324.68 1927494.98
Premier League 2018 1385324.68 1407302.66
Premier League 2005 1385324.68 1722819.51
Premier League 2009 1385324.68 1576849.78
Premier League 2010 1385324.68 1562500.8
Premier League 2000 1385324.68 1927494.98
Premier League 2018 1385324.68 1407302.66
Premier League 2005 1385324.68 1722819.51
Premier League 2009 1385324.68 1576849.78
Premier League 2010 1385324.68 1562500.8
Premier League 2000 1385324.68 1927494.98
Premier League 2018 1385324.68 1407302.66
Premier League 2005 1385324.68 1722819.51
Premier League 2009 1385324.68 1576849.78
#      => End of file <=
